h_geocode,w_geocode,job_totals
24510230100,24510271300,1
24510230100,24510271501,1
24510230100,24510271600,1
24510230100,24510271700,9
24510230100,24510271900,1
24510230100,24510272007,2
24510230100,24510280101,3
24510230100,24510280102,3
24510230100,24510280200,1
24510230100,24510280500,5
24510230100,24510280600,2
24510230200,24510010100,4
24510230200,24510010200,1
24510230200,24510010300,1
24510230200,24510020300,34
24510230200,24510030100,3
24510230200,24510030200,19
24510230200,24510040100,129
24510230200,24510040200,19
24510230200,24510060200,1
24510230200,24510060400,20
24510230200,24510070400,16
24510230200,24510080200,2
24510230200,24510090200,1
24510230200,24510090300,1
24510230200,24510090400,2
24510230200,24510090500,4
24510230200,24510110100,4
24510230200,24510110200,14
24510230200,24510120202,9
24510230200,24510120300,3
24510230200,24510120400,1
24510230200,24510120600,1
24510230200,24510120700,4
24510230200,24510130300,1
24510230200,24510130600,4
24510230200,24510130700,4
24510230200,24510130804,2
24510230200,24510130805,1
24510230200,24510130806,5
24510230200,24510140100,1
24510230200,24510150400,1
24510230200,24510150500,4
24510230200,24510150701,1
24510230200,24510151000,2
24510230200,24510170100,1
24510230200,24510170200,2
24510230200,24510180300,3
24510230200,24510190300,1
24510230200,24510200500,1
24510230200,24510210100,7
24510230200,24510210200,7
24510230200,24510220100,35
24510230200,24510230100,2
24510230200,24510230200,19
24510230200,24510230300,15
24510230200,24510240100,26
24510230200,24510240200,9
24510230200,24510240300,5
24510230200,24510240400,14
24510230200,24510250102,1
24510230200,24510250103,7
24510230200,24510250203,1
24510230200,24510250205,5
24510230200,24510250206,2
24510230200,24510250207,1
24510230200,24510250301,4
24510230200,24510250500,5
24510230200,24510250600,3
24510230200,24510260203,1
24510230200,24510260404,1
24510230200,24510260501,5
24510230200,24510260605,24
24510230200,24510260800,2
24510230200,24510260900,5
24510230200,24510270200,1
24510230200,24510270702,1
24510230200,24510270803,2
24510230200,24510270805,1
24510230200,24510270902,1
24510230200,24510270903,1
24510230200,24510271102,4
24510230200,24510271200,1
24510230200,24510271300,3
24510230200,24510271400,4
24510230200,24510271501,6
24510230200,24510271503,1
24510230200,24510271600,1
24510230200,24510271700,4
24510230200,24510280101,1
24510230200,24510280102,8
24510230200,24510280403,1
24510230200,24510280500,4
24510230300,24510010100,3
24510230300,24510010400,2
24510230300,24510020100,1
24510230300,24510020300,22
24510230300,24510030200,18
24510230300,24510040100,119
24510230300,24510040200,13
24510230300,24510060200,1
24510230300,24510060400,9
24510230300,24510070400,8
24510230300,24510080500,1
24510230300,24510090400,2
24510230300,24510090500,1
24510230300,24510110100,1
24510230300,24510110200,17
24510230300,24510120100,2
24510230300,24510120202,6
24510230300,24510120300,1
24510230300,24510120400,2
24510230300,24510120500,2
24510230300,24510120700,2
24510230300,24510130600,1
24510230300,24510130700,1
24510230300,24510130806,2
24510230300,24510140100,1
24510230300,24510150100,1
24510230300,24510150300,1
24510230300,24510150400,1
24510230300,24510150500,2
24510230300,24510160801,1
24510230300,24510170100,4
24510230300,24510170200,9
24510230300,24510200701,1
24510230300,24510200800,1
24510230300,24510210100,9
24510230300,24510210200,2
24510230300,24510220100,17
24510230300,24510230100,4
24510230300,24510230200,13
24510230300,24510230300,13
24510230300,24510240100,19
24510230300,24510240200,6
24510230300,24510240300,2
24510230300,24510240400,10
24510230300,24510250103,4
24510230300,24510250205,3
24510230300,24510250206,2
24510230300,24510250207,1
24510230300,24510250301,2
24510230300,24510250500,6
24510230300,24510250600,6
24510230300,24510260404,3
24510230300,24510260501,2
24510230300,24510260605,17
24510230300,24510260900,1
24510230300,24510261000,1
24510230300,24510261100,1
24510230300,24510270102,1
24510230300,24510270701,5
24510230300,24510270703,1
24510230300,24510270803,2
24510230300,24510270805,1
24510230300,24510270903,3
24510230300,24510271300,1
24510230300,24510271501,3
24510230300,24510271600,1
24510230300,24510271700,1
24510230300,24510271900,3
24510230300,24510272006,2
24510230300,24510272007,1
24510230300,24510280101,1
24510230300,24510280200,2
24510230300,24510280401,1
24510230300,24510280500,3
24510230300,24510280600,1
24510240100,24510010100,6
24510240100,24510010200,1
24510240100,24510010400,15
24510240100,24510020300,46
24510240100,24510030100,1
24510240100,24510030200,44
24510240100,24510040100,196
24510240100,24510040200,54
24510240100,24510060200,2
24510240100,24510060400,36
24510240100,24510070400,36
24510240100,24510080200,1
24510240100,24510080302,1
24510240100,24510090100,2
24510240100,24510090500,1
24510240100,24510090800,2
24510240100,24510090900,1
24510240100,24510100300,3
24510240100,24510110100,5
24510240100,24510110200,22
24510240100,24510120100,3
24510240100,24510120202,19
24510240100,24510120600,5
24510240100,24510120700,6
24510240100,24510130600,4
24510240100,24510130700,4
24510240100,24510130806,1
24510240100,24510140100,2
24510240100,24510140200,1
24510240100,24510150100,1
24510240100,24510150400,1
24510240100,24510151000,2
24510240100,24510160200,1
24510240100,24510160500,1
24510240100,24510170100,4
24510240100,24510170200,2
24510240100,24510200800,1
24510240100,24510210100,9
24510240100,24510210200,11
24510240100,24510220100,31
24510240100,24510230100,3
24510240100,24510230200,11
24510240100,24510230300,14
24510240100,24510240100,111
24510240100,24510240200,37
24510240100,24510240300,4
24510240100,24510240400,32
24510240100,24510250103,13
24510240100,24510250203,6
24510240100,24510250205,2
24510240100,24510250207,1
24510240100,24510250303,2
24510240100,24510250500,5
24510240100,24510250600,27
24510240100,24510260201,1
24510240100,24510260303,1
24510240100,24510260402,1
24510240100,24510260403,1
24510240100,24510260404,3
24510240100,24510260501,19
24510240100,24510260604,1
24510240100,24510260605,50
24510240100,24510260800,1
24510240100,24510261100,1
24510240100,24510270102,1
24510240100,24510270200,1
24510240100,24510270402,1
24510240100,24510270702,1
24510240100,24510270803,1
24510240100,24510270805,1
24510240100,24510270902,1
24510240100,24510270903,1
24510240100,24510271002,1
24510240100,24510271102,11
24510240100,24510271200,2
24510240100,24510271300,1
24510240100,24510271400,2
24510240100,24510271501,19
24510240100,24510271600,2
24510240100,24510271700,10
24510240100,24510271900,2
24510240100,24510272005,3
24510240100,24510280101,5
24510240100,24510280102,3
24510240100,24510280301,3
24510240100,24510280500,10
24510240100,24510280600,3
24510240200,24510010400,6
24510240200,24510010500,2
24510240200,24510020100,2
24510240200,24510020300,35
24510240200,24510030200,22
24510240200,24510040100,190
24510240200,24510040200,46
24510240200,24510060400,35
24510240200,24510070300,1
24510240200,24510070400,60
24510240200,24510080101,3
24510240200,24510090100,1
24510240200,24510090200,4
24510240200,24510090300,2
24510240200,24510090500,2
24510240200,24510100100,2
24510240200,24510110100,4
24510240200,24510110200,18
24510240200,24510120202,20
24510240200,24510120300,1
24510240200,24510120500,2
24510240200,24510120600,1
24510240200,24510120700,10
24510240200,24510130600,4
24510240200,24510130700,7
24510240200,24510130804,6
24510240200,24510130806,7
24510240200,24510140100,5
24510240200,24510140300,1
24510240200,24510150400,1
24510240200,24510150500,1
24510240200,24510150600,1
24510240200,24510170100,5
24510240200,24510170200,5
24510240200,24510180300,1
24510240200,24510190200,1
24510240200,24510200500,3
24510240200,24510200600,1
24510240200,24510200702,1
24510240200,24510210100,1
24510240200,24510210200,7
24510240200,24510220100,23
24510240200,24510230100,1
24510240200,24510230200,19
24510240200,24510230300,9
24510240200,24510240100,34
24510240200,24510240200,29
24510240200,24510240300,1
24510240200,24510240400,14
24510240200,24510250102,1
24510240200,24510250103,3
24510240200,24510250204,1
24510240200,24510250205,2
24510240200,24510250206,4
24510240200,24510250303,3
24510240200,24510250401,1
24510240200,24510250500,3
24510240200,24510250600,2
24510240200,24510260101,1
24510240200,24510260202,1
24510240200,24510260303,1
24510240200,24510260402,4
24510240200,24510260404,10
24510240200,24510260501,10
24510240200,24510260604,1
24510240200,24510260605,19
24510240200,24510260900,6
24510240200,24510270701,1
24510240200,24510270803,6
24510240200,24510271101,2
24510240200,24510271102,3
24510240200,24510271200,3
24510240200,24510271300,3
24510240200,24510271400,1
24510240200,24510271501,5
24510240200,24510271503,2
24510240200,24510271700,2
24510240200,24510272003,1
24510240200,24510272006,1
24510240200,24510272007,1
24510240200,24510280101,2
24510240200,24510280102,2
24510240200,24510280500,4
24510240300,24510010100,1
24510240300,24510010300,1
24510240300,24510010400,3
24510240300,24510010500,3
24510240300,24510020100,1
24510240300,24510020300,46
24510240300,24510030200,30
24510240300,24510040100,146
24510240300,24510040200,37
24510240300,24510060400,26
24510240300,24510070400,16
24510240300,24510080101,1
24510240300,24510080500,1
24510240300,24510090100,3
24510240300,24510100200,2
24510240300,24510100300,1
24510240300,24510110100,5
24510240300,24510110200,22
24510240300,24510120100,1
24510240300,24510120202,13
24510240300,24510120500,2
24510240300,24510120600,1
24510240300,24510120700,3
24510240300,24510130300,1
24510240300,24510130600,4
24510240300,24510130700,2
24510240300,24510130804,1
24510240300,24510140100,2
24510240300,24510150100,2
24510240300,24510150300,1
24510240300,24510150400,1
24510240300,24510150701,1
24510240300,24510151100,1
24510240300,24510170100,3
24510240300,24510170200,6
24510240300,24510180300,4
24510240300,24510190300,1
24510240300,24510210100,15
24510240300,24510210200,6
24510240300,24510220100,31
24510240300,24510230100,13
24510240300,24510230200,13
24510240300,24510230300,8
24510240300,24510240100,19
24510240300,24510240200,13
24510240300,24510240300,3
24510240300,24510240400,14
24510240300,24510250101,1
24510240300,24510250103,5
24510240300,24510250206,3
24510240300,24510250600,6
24510240300,24510260101,1
24510240300,24510260102,1
24510240300,24510260404,4
24510240300,24510260501,8
24510240300,24510260605,3
24510240300,24510260900,4
24510240300,24510270803,3
24510240300,24510271102,4
24510240300,24510271200,2
24510240300,24510271300,1
24510240300,24510271501,4
24510240300,24510271503,4
24510240300,24510271700,10
24510240300,24510272006,1
24510240300,24510280102,5
24510240300,24510280500,4
24510240300,24510280600,1
24510240400,24510010100,2
24510240400,24510010300,2
24510240400,24510010400,5
24510240400,24510020300,49
24510240400,24510030100,5
24510240400,24510030200,24
24510240400,24510040100,153
24510240400,24510040200,13
24510240400,24510060200,3
24510240400,24510060400,23
24510240400,24510070300,1
24510240400,24510070400,21
24510240400,24510080101,1
24510240400,24510080200,1
24510240400,24510080302,1
24510240400,24510080700,1
24510240400,24510090200,2
24510240400,24510090300,1
24510240400,24510090500,1
24510240400,24510110100,4
24510240400,24510110200,24
24510240400,24510120202,6
24510240400,24510120500,4
24510240400,24510120600,2
24510240400,24510120700,6
24510240400,24510130300,1
24510240400,24510130700,2
24510240400,24510130804,1
24510240400,24510130805,1
24510240400,24510130806,1
24510240400,24510150300,1
24510240400,24510150600,1
24510240400,24510150701,1
24510240400,24510151100,1
24510240400,24510170100,7
24510240400,24510170200,7
24510240400,24510210100,11
24510240400,24510210200,10
24510240400,24510220100,20
24510240400,24510230100,3
24510240400,24510230200,16
24510240400,24510230300,9
24510240400,24510240100,37
24510240400,24510240200,26
24510240400,24510240300,6
24510240400,24510240400,32
24510240400,24510250103,12
24510240400,24510250203,3
24510240400,24510250204,1
24510240400,24510250205,6
24510240400,24510250206,3
24510240400,24510250207,3
24510240400,24510250303,4
24510240400,24510250401,2
24510240400,24510250500,9
24510240400,24510250600,12
24510240400,24510260302,2
24510240400,24510260404,3
24510240400,24510260501,9
24510240400,24510260605,28
24510240400,24510260700,1
24510240400,24510260900,9
24510240400,24510261100,1
24510240400,24510270501,2
24510240400,24510270600,1
24510240400,24510270702,1
24510240400,24510270803,1
24510240400,24510270902,3
24510240400,24510271102,1
24510240400,24510271200,1
24510240400,24510271300,6
24510240400,24510271501,6
24510240400,24510271503,2
24510240400,24510271700,6
24510240400,24510272004,1
24510240400,24510272007,4
24510240400,24510280101,3
24510240400,24510280102,5
24510240400,24510280200,1
24510240400,24510280401,1
24510240400,24510280500,7
24510250101,24510010100,2
24510250101,24510010300,1
24510250101,24510020100,2
24510250101,24510020300,8
24510250101,24510030100,4
24510250101,24510030200,8
24510250101,24510040100,133
24510250101,24510040200,18
24510250101,24510060400,29
24510250101,24510070400,8
24510250101,24510080101,1
24510250101,24510080102,1
24510250101,24510080200,1
24510250101,24510080400,1
24510250101,24510080500,4
24510250101,24510090200,4
24510250101,24510090300,1
24510250101,24510090400,3
24510250101,24510090500,2
24510250101,24510090800,3
24510250101,24510100100,3
24510250101,24510100300,3
24510250101,24510110100,2
24510250101,24510110200,9
24510250101,24510120100,1
24510250101,24510120201,1
24510250101,24510120202,12
24510250101,24510120300,6
24510250101,24510120400,1
24510250101,24510120500,2
24510250101,24510120600,8
24510250101,24510120700,21
24510250101,24510130600,2
24510250101,24510130700,7
24510250101,24510130804,2
24510250101,24510130805,2
24510250101,24510130806,1
24510250101,24510140100,4
24510250101,24510140200,1
24510250101,24510140300,2
24510250101,24510150400,4
24510250101,24510150500,11
24510250101,24510150701,2
24510250101,24510151000,1
24510250101,24510151100,2
24510250101,24510160200,1
24510250101,24510160300,2
24510250101,24510160801,1
24510250101,24510170100,6
24510250101,24510170200,20
24510250101,24510170300,1
24510250101,24510180300,4
24510250101,24510200100,5
24510250101,24510200200,4
24510250101,24510200300,2
24510250101,24510200500,1
24510250101,24510200600,2
24510250101,24510200701,1
24510250101,24510200702,1
24510250101,24510200800,4
24510250101,24510210100,11
24510250101,24510210200,12
24510250101,24510220100,21
24510250101,24510230300,1
24510250101,24510240100,6
24510250101,24510240200,5
24510250101,24510240400,3
24510250101,24510250101,12
24510250101,24510250102,1
24510250101,24510250103,38
24510250101,24510250203,2
24510250101,24510250204,1
24510250101,24510250205,7
24510250101,24510250206,13
24510250101,24510250207,2
24510250101,24510250301,2
24510250101,24510250303,3
24510250101,24510250401,4
24510250101,24510250500,8
24510250101,24510250600,8
24510250101,24510260101,1
24510250101,24510260201,3
24510250101,24510260203,1
24510250101,24510260301,1
24510250101,24510260302,2
24510250101,24510260404,11
24510250101,24510260501,7
24510250101,24510260605,41
24510250101,24510260800,1
24510250101,24510270200,4
24510250101,24510270401,2
24510250101,24510270402,1
24510250101,24510270501,1
24510250101,24510270702,1
24510250101,24510270802,2
24510250101,24510270803,7
24510250101,24510270804,1
24510250101,24510270902,6
24510250101,24510270903,2
24510250101,24510271102,3
24510250101,24510271300,1
24510250101,24510271400,2
24510250101,24510271501,2
24510250101,24510271503,1
24510250101,24510271600,6
24510250101,24510271700,15
24510250101,24510271801,1
24510250101,24510271802,3
24510250101,24510271900,2
24510250101,24510272007,3
24510250101,24510280101,5
24510250101,24510280102,25
24510250101,24510280301,4
24510250101,24510280403,10
24510250101,24510280500,15
24510250101,24510280600,1
24510250102,24510010400,1
24510250102,24510020300,9
24510250102,24510030100,5
24510250102,24510030200,3
24510250102,24510040100,105
24510250102,24510040200,33
24510250102,24510060400,11
24510250102,24510070400,7
24510250102,24510080101,2
24510250102,24510080102,4
24510250102,24510080200,1
24510250102,24510080302,1
24510250102,24510080500,2
24510250102,24510090200,1
24510250102,24510090300,1
24510250102,24510090400,1
24510250102,24510090500,4
24510250102,24510090800,3
24510250102,24510100200,1
24510250102,24510100300,16
24510250102,24510110100,1
24510250102,24510110200,5
24510250102,24510120100,1
24510250102,24510120202,6
24510250102,24510120300,3
24510250102,24510120400,1
24510250102,24510120500,1
24510250102,24510120600,12
24510250102,24510120700,7
24510250102,24510130300,1
24510250102,24510130600,3
24510250102,24510130700,4
24510250102,24510130804,1
24510250102,24510130806,3
24510250102,24510140200,1
24510250102,24510140300,2
24510250102,24510150100,1
24510250102,24510150400,3
24510250102,24510150500,11
24510250102,24510150701,1
24510250102,24510151100,1
24510250102,24510151300,2
24510250102,24510160300,1
24510250102,24510170100,5
24510250102,24510170200,17
24510250102,24510180300,2
24510250102,24510200100,3
24510250102,24510200200,1
24510250102,24510200500,1
24510250102,24510200600,3
24510250102,24510200800,2
24510250102,24510210100,9
24510250102,24510210200,7
24510250102,24510220100,13
24510250102,24510230200,2
24510250102,24510230300,3
24510250102,24510240100,2
24510250102,24510240200,6
24510250102,24510240400,1
24510250102,24510250102,2
24510250102,24510250103,29
24510250102,24510250203,4
24510250102,24510250204,1
24510250102,24510250205,6
24510250102,24510250206,5
24510250102,24510250301,2
24510250102,24510250401,1
24510250102,24510250500,10
24510250102,24510250600,9
24510250102,24510260102,1
24510250102,24510260201,3
24510250102,24510260202,1
24510250102,24510260301,1
24510250102,24510260401,5
24510250102,24510260404,6
24510250102,24510260501,5
24510250102,24510260605,43
24510250102,24510260900,3
24510250102,24510270200,1
24510250102,24510270302,1
24510250102,24510270402,1
24510250102,24510270702,1
24510250102,24510270703,1
24510250102,24510270803,4
24510250102,24510270903,1
24510250102,24510271001,1
24510250102,24510271400,1
24510250102,24510271501,2
24510250102,24510271503,5
24510250102,24510271700,14
24510250102,24510271801,1
24510250102,24510271802,1
24510250102,24510272003,1
24510250102,24510272004,2
24510250102,24510272007,1
24510250102,24510280101,7
24510250102,24510280102,12
24510250102,24510280401,2
24510250102,24510280403,5
24510250102,24510280404,6
24510250102,24510280500,11
24510250103,24510010300,1
24510250103,24510010400,1
24510250103,24510020300,8
24510250103,24510030200,9
24510250103,24510040100,59
24510250103,24510040200,13
24510250103,24510060400,3
24510250103,24510070400,10
24510250103,24510080200,1
24510250103,24510080500,1
24510250103,24510080800,1
24510250103,24510090200,3
24510250103,24510090400,3
24510250103,24510090500,4
24510250103,24510090800,1
24510250103,24510100200,1
24510250103,24510100300,3
24510250103,24510110100,2
24510250103,24510110200,9
24510250103,24510120100,1
24510250103,24510120202,6
24510250103,24510120400,1
24510250103,24510120500,1
24510250103,24510120600,4
24510250103,24510120700,2
24510250103,24510130400,1
24510250103,24510130600,3
24510250103,24510130700,5
24510250103,24510130806,2
24510250103,24510140100,1
24510250103,24510150500,4
24510250103,24510150800,1
24510250103,24510151000,1
24510250103,24510151100,1
24510250103,24510160300,1
24510250103,24510160500,2
24510250103,24510170200,6
24510250103,24510180300,2
24510250103,24510190300,3
24510250103,24510200200,1
24510250103,24510200500,7
24510250103,24510200600,8
24510250103,24510200800,2
24510250103,24510210100,18
24510250103,24510210200,5
24510250103,24510220100,13
24510250103,24510230100,2
24510250103,24510230200,3
24510250103,24510230300,2
24510250103,24510240100,11
24510250103,24510250103,71
24510250103,24510250203,1
24510250103,24510250204,1
24510250103,24510250205,4
24510250103,24510250206,21
24510250103,24510250207,3
24510250103,24510250303,2
24510250103,24510250401,3
24510250103,24510250500,16
24510250103,24510250600,6
24510250103,24510260101,1
24510250103,24510260201,3
24510250103,24510260301,1
24510250103,24510260303,6
24510250103,24510260404,6
24510250103,24510260501,2
24510250103,24510260605,18
24510250103,24510260700,1
24510250103,24510260900,3
24510250103,24510270301,1
24510250103,24510270402,1
24510250103,24510270600,1
24510250103,24510270801,2
24510250103,24510270803,5
24510250103,24510270805,4
24510250103,24510270902,1
24510250103,24510271101,1
24510250103,24510271102,3
24510250103,24510271200,3
24510250103,24510271400,2
24510250103,24510271501,3
24510250103,24510271700,9
24510250103,24510272006,2
24510250103,24510280101,6
24510250103,24510280102,10
24510250103,24510280500,6
24510250103,24510280600,1
24510250203,24510020100,1
24510250203,24510020300,11
24510250203,24510030100,1
24510250203,24510030200,4
24510250203,24510040100,62
24510250203,24510040200,2
24510250203,24510060300,1
24510250203,24510060400,1
24510250203,24510080200,1
24510250203,24510080302,1
24510250203,24510080500,2
24510250203,24510090100,1
24510250203,24510090900,1
24510250203,24510100100,1
24510250203,24510100300,3
24510250203,24510110100,2
24510250203,24510110200,8
24510250203,24510120202,7
24510250203,24510120500,2
24510250203,24510120600,6
24510250203,24510120700,3
24510250203,24510130400,1
24510250203,24510130600,3
24510250203,24510130700,5
24510250203,24510140200,2
24510250203,24510150400,1
24510250203,24510150500,7
24510250203,24510150701,1
24510250203,24510170100,5
24510250203,24510170200,4
24510250203,24510180300,4
24510250203,24510200500,1
24510250203,24510210100,9
24510250203,24510210200,8
24510250203,24510220100,10
24510250203,24510230100,1
24510250203,24510230200,2
24510250203,24510230300,4
24510250203,24510240100,5
24510250203,24510240200,2
24510250203,24510240400,4
24510250203,24510250103,7
24510250203,24510250203,5
24510250203,24510250204,1
24510250203,24510250205,3
24510250203,24510250206,8
24510250203,24510250303,1
24510250203,24510250401,5
24510250203,24510250500,11
24510250203,24510250600,10
24510250203,24510260201,1
24510250203,24510260202,1
24510250203,24510260301,1
24510250203,24510260404,8
24510250203,24510260501,4
24510250203,24510260605,28
24510250203,24510260700,1
24510250203,24510260900,1
24510250203,24510270200,1
24510250203,24510270302,1
24510250203,24510270401,1
24510250203,24510270501,1
24510250203,24510270703,2
24510250203,24510270802,1
24510250203,24510270803,1
24510250203,24510270902,3
24510250203,24510271001,1
24510250203,24510271002,1
24510250203,24510271200,1
24510250203,24510271400,1
24510250203,24510271501,5
24510250203,24510271600,1
24510250203,24510271700,7
24510250203,24510271802,2
24510250203,24510272003,2
24510250203,24510280101,4
24510250203,24510280102,8
24510250203,24510280301,1
24510250203,24510280403,2
24510250203,24510280500,1
24510250203,24510280600,1
24510250204,24510010100,2
24510250204,24510020300,3
24510250204,24510030100,4
24510250204,24510030200,12
24510250204,24510040100,79
24510250204,24510040200,12
24510250204,24510060200,1
24510250204,24510060400,8
24510250204,24510070300,1
24510250204,24510070400,2
24510250204,24510080101,2
24510250204,24510080200,1
24510250204,24510090300,1
24510250204,24510090800,4
24510250204,24510100300,1
24510250204,24510110100,1
24510250204,24510110200,4
24510250204,24510120100,2
24510250204,24510120202,15
24510250204,24510120300,3
24510250204,24510120500,2
24510250204,24510120600,7
24510250204,24510120700,9
24510250204,24510130300,1
24510250204,24510130600,1
24510250204,24510130804,1
24510250204,24510140300,2
24510250204,24510150200,1
24510250204,24510150400,1
24510250204,24510150500,5
24510250204,24510150701,1
24510250204,24510151000,2
24510250204,24510151100,1
24510250204,24510151300,3
24510250204,24510160300,1
24510250204,24510160500,2
24510250204,24510170100,4
24510250204,24510170200,4
24510250204,24510180300,1
24510250204,24510200100,2
24510250204,24510200200,1
24510250204,24510200600,1
24510250204,24510210100,15
24510250204,24510210200,14
24510250204,24510220100,20
24510250204,24510230100,1
24510250204,24510230300,5
24510250204,24510240100,2
24510250204,24510240200,1
24510250204,24510240400,2
24510250204,24510250103,13
24510250204,24510250203,11
24510250204,24510250204,3
24510250204,24510250205,6
24510250204,24510250206,7
24510250204,24510250207,6
24510250204,24510250301,1
24510250204,24510250303,5
24510250204,24510250401,1
24510250204,24510250402,1
24510250204,24510250500,1
24510250204,24510250600,3
24510250204,24510260201,1
24510250204,24510260202,1
24510250204,24510260203,2
24510250204,24510260301,1
24510250204,24510260302,2
24510250204,24510260303,1
24510250204,24510260404,12
24510250204,24510260501,8
24510250204,24510260605,22
24510250204,24510260900,1
24510250204,24510261000,1
24510250204,24510270200,1
24510250204,24510270301,1
24510250204,24510270302,2
24510250204,24510270401,2
24510250204,24510270501,1
24510250204,24510270502,1
24510250204,24510270701,1
24510250204,24510270803,5
24510250204,24510270805,1
24510250204,24510271101,1
24510250204,24510271200,1
24510250204,24510271501,6
24510250204,24510271700,10
24510250204,24510271801,4
24510250204,24510271802,1
24510250204,24510280101,4
24510250204,24510280102,4
24510250204,24510280402,1
24510250204,24510280403,1
24510250204,24510280500,6
24510250205,24510010100,1
24510250205,24510010400,1
24510250205,24510020200,1
24510250205,24510020300,5
24510250205,24510030100,3
24510250205,24510030200,2
24510250205,24510040100,61
24510250205,24510040200,16
24510250205,24510060400,17
24510250205,24510070400,8
24510250205,24510080101,1
24510250205,24510080102,2
24510250205,24510080200,2
24510250205,24510080302,1
24510250205,24510080500,1
24510250205,24510080700,1
24510250205,24510090100,1
24510250205,24510090200,1
24510250205,24510090300,1
24510250205,24510090500,1
24510250205,24510090800,1
24510250205,24510100100,1
24510250205,24510100300,8
24510250205,24510110100,1
24510250205,24510110200,9
24510250205,24510120202,11
24510250205,24510120500,1
24510250205,24510120600,1
24510250205,24510120700,4
24510250205,24510130400,1
24510250205,24510130600,4
24510250205,24510130700,3
24510250205,24510130805,1
24510250205,24510150400,3
24510250205,24510150500,3
24510250205,24510150600,1
24510250205,24510151100,3
24510250205,24510151300,1
24510250205,24510160300,3
24510250205,24510160500,2
24510250205,24510160600,2
24510250205,24510160700,2
24510250205,24510160801,1
24510250205,24510170100,5
24510250205,24510170200,6
24510250205,24510180300,1
24510250205,24510190100,1
24510250205,24510200100,1
24510250205,24510200200,1
24510250205,24510200500,3
24510250205,24510200800,5
24510250205,24510210100,21
24510250205,24510210200,8
24510250205,24510220100,16
24510250205,24510230100,3
24510250205,24510230200,3
24510250205,24510230300,3
24510250205,24510240100,6
24510250205,24510240200,5
24510250205,24510240400,2
24510250205,24510250103,15
24510250205,24510250203,2
24510250205,24510250205,24
24510250205,24510250206,17
24510250205,24510250207,5
24510250205,24510250301,2
24510250205,24510250303,4
24510250205,24510250401,2
24510250205,24510250500,4
24510250205,24510250600,6
24510250205,24510260303,6
24510250205,24510260404,9
24510250205,24510260501,8
24510250205,24510260605,21
24510250205,24510260700,1
24510250205,24510260800,1
24510250205,24510260900,6
24510250205,24510270301,2
24510250205,24510270302,2
24510250205,24510270501,4
24510250205,24510270702,1
24510250205,24510270703,1
24510250205,24510270802,2
24510250205,24510270803,2
24510250205,24510270805,1
24510250205,24510270902,2
24510250205,24510271501,5
24510250205,24510271600,3
24510250205,24510271700,9
24510250205,24510271802,2
24510250205,24510272004,1
24510250205,24510272006,2
24510250205,24510272007,4
24510250205,24510280101,2
24510250205,24510280102,9
24510250205,24510280301,2
24510250205,24510280401,1
24510250205,24510280402,1
24510250205,24510280403,4
24510250205,24510280404,2
24510250205,24510280500,4
24510250205,24510280600,1
24510250206,24510020300,4
24510250206,24510030100,2
24510250206,24510030200,4
24510250206,24510040100,49
24510250206,24510040200,9
24510250206,24510060400,6
24510250206,24510080101,2
24510250206,24510080302,1
24510250206,24510080500,1
24510250206,24510090200,1
24510250206,24510090300,1
24510250206,24510090400,3
24510250206,24510090800,4
24510250206,24510100300,1
24510250206,24510110100,1
24510250206,24510110200,7
24510250206,24510120202,5
24510250206,24510120700,3
24510250206,24510130300,1
24510250206,24510130600,5
24510250206,24510130804,1
24510250206,24510130805,1
24510250206,24510150400,1
24510250206,24510150500,5
24510250206,24510150600,1
24510250206,24510170100,2
24510250206,24510170200,6
24510250206,24510190300,1
24510250206,24510200100,11
24510250206,24510200200,1
24510250206,24510200500,1
24510250206,24510200600,5
24510250206,24510200701,1
24510250206,24510200800,2
24510250206,24510210100,13
24510250206,24510210200,10
24510250206,24510220100,4
24510250206,24510230100,4
24510250206,24510230200,1
24510250206,24510230300,2
24510250206,24510240100,9
24510250206,24510240400,2
24510250206,24510250102,1
24510250206,24510250103,23
24510250206,24510250203,3
24510250206,24510250205,8
24510250206,24510250206,58
24510250206,24510250207,1
24510250206,24510250301,4
24510250206,24510250303,6
24510250206,24510250401,4
24510250206,24510250500,5
24510250206,24510250600,3
24510250206,24510260401,1
24510250206,24510260404,5
24510250206,24510260501,4
24510250206,24510260605,10
24510250206,24510260900,2
24510250206,24510261000,1
24510250206,24510270200,1
24510250206,24510270701,1
24510250206,24510270803,1
24510250206,24510271200,1
24510250206,24510271300,1
24510250206,24510271501,1
24510250206,24510271700,3
24510250206,24510271802,2
24510250206,24510272007,1
24510250206,24510280101,3
24510250206,24510280102,3
24510250206,24510280500,3
24510250206,24510280600,3
24510250207,24510020300,2
24510250207,24510030100,1
24510250207,24510030200,8
24510250207,24510040100,71
24510250207,24510040200,5
24510250207,24510060400,9
24510250207,24510070400,6
24510250207,24510090200,4
24510250207,24510090300,1
24510250207,24510090400,1
24510250207,24510090500,1
24510250207,24510090800,5
24510250207,24510090900,2
24510250207,24510100300,3
24510250207,24510110100,2
24510250207,24510110200,1
24510250207,24510120202,7
24510250207,24510120500,2
24510250207,24510120600,5
24510250207,24510120700,6
24510250207,24510130200,1
24510250207,24510130700,3
24510250207,24510130806,2
24510250207,24510140100,1
24510250207,24510140200,1
24510250207,24510140300,2
