trip_id,arrival_time,departure_time,stop_id,stop_sequence
82,16:07:10,16:07:10,4,6
82,16:09:40,16:09:40,5,7
82,16:11:34,16:11:34,6,8
82,16:13:51,16:13:51,7,9
82,16:16:08,16:16:08,8,10
82,16:17:42,16:17:42,9,11
82,16:19:30,16:19:30,10,12
82,16:22:22,16:22:22,11,13
82,16:24:58,16:24:58,12,14
82,16:27:46,16:27:46,18,15
82,16:29:52,16:29:52,13,16
82,16:32:28,16:32:28,14,17
82,16:36:31,16:36:31,16,18
82,16:38:15,16:38:15,15,19
83,15:56:00,15:56:00,0,1
83,15:57:57,15:57:57,1,2
83,16:01:33,16:01:33,2,3
83,16:03:56,16:03:56,17,4
83,16:08:53,16:08:53,3,5
83,16:15:10,16:15:10,4,6
83,16:17:40,16:17:40,5,7
83,16:19:34,16:19:34,6,8
83,16:21:51,16:21:51,7,9
83,16:24:08,16:24:08,8,10
83,16:25:42,16:25:42,9,11
83,16:27:30,16:27:30,10,12
83,16:30:22,16:30:22,11,13
83,16:32:58,16:32:58,12,14
83,16:35:46,16:35:46,18,15
83,16:37:52,16:37:52,13,16
83,16:40:28,16:40:28,14,17
83,16:44:31,16:44:31,16,18
83,16:46:15,16:46:15,15,19
84,16:04:00,16:04:00,0,1
84,16:05:57,16:05:57,1,2
84,16:09:33,16:09:33,2,3
84,16:11:56,16:11:56,17,4
84,16:16:53,16:16:53,3,5
84,16:23:10,16:23:10,4,6
84,16:25:40,16:25:40,5,7
84,16:27:34,16:27:34,6,8
84,16:29:51,16:29:51,7,9
84,16:32:08,16:32:08,8,10
84,16:33:42,16:33:42,9,11
84,16:35:30,16:35:30,10,12
84,16:38:22,16:38:22,11,13
84,16:40:58,16:40:58,12,14
84,16:43:46,16:43:46,18,15
84,16:45:52,16:45:52,13,16
84,16:48:28,16:48:28,14,17
84,16:52:31,16:52:31,16,18
84,16:54:15,16:54:15,15,19
85,16:12:00,16:12:00,0,1
85,16:13:57,16:13:57,1,2
85,16:17:33,16:17:33,2,3
85,16:19:56,16:19:56,17,4
85,16:24:53,16:24:53,3,5
85,16:31:10,16:31:10,4,6
85,16:33:40,16:33:40,5,7
85,16:35:34,16:35:34,6,8
85,16:37:51,16:37:51,7,9
85,16:40:08,16:40:08,8,10
85,16:41:42,16:41:42,9,11
85,16:43:30,16:43:30,10,12
85,16:46:22,16:46:22,11,13
85,16:48:58,16:48:58,12,14
85,16:51:46,16:51:46,18,15
85,16:53:52,16:53:52,13,16
85,16:56:28,16:56:28,14,17
85,17:00:31,17:00:31,16,18
85,17:02:15,17:02:15,15,19
86,16:20:00,16:20:00,0,1
86,16:21:57,16:21:57,1,2
86,16:25:33,16:25:33,2,3
86,16:27:56,16:27:56,17,4
86,16:32:53,16:32:53,3,5
86,16:39:10,16:39:10,4,6
86,16:41:40,16:41:40,5,7
86,16:43:34,16:43:34,6,8
86,16:45:51,16:45:51,7,9
86,16:48:08,16:48:08,8,10
86,16:49:42,16:49:42,9,11
86,16:51:30,16:51:30,10,12
86,16:54:22,16:54:22,11,13
86,16:56:58,16:56:58,12,14
86,16:59:46,16:59:46,18,15
86,17:01:52,17:01:52,13,16
86,17:04:28,17:04:28,14,17
86,17:08:31,17:08:31,16,18
86,17:10:15,17:10:15,15,19
87,16:28:00,16:28:00,0,1
87,16:29:57,16:29:57,1,2
87,16:33:33,16:33:33,2,3
87,16:35:56,16:35:56,17,4
87,16:40:53,16:40:53,3,5
87,16:47:10,16:47:10,4,6
87,16:49:40,16:49:40,5,7
87,16:51:34,16:51:34,6,8
87,16:53:51,16:53:51,7,9
87,16:56:08,16:56:08,8,10
87,16:57:42,16:57:42,9,11
87,16:59:30,16:59:30,10,12
87,17:02:22,17:02:22,11,13
87,17:04:58,17:04:58,12,14
87,17:07:46,17:07:46,18,15
87,17:09:52,17:09:52,13,16
87,17:12:28,17:12:28,14,17
87,17:16:31,17:16:31,16,18
87,17:18:15,17:18:15,15,19
88,16:36:00,16:36:00,0,1
88,16:37:57,16:37:57,1,2
88,16:41:33,16:41:33,2,3
88,16:43:56,16:43:56,17,4
88,16:48:53,16:48:53,3,5
88,16:55:10,16:55:10,4,6
88,16:57:40,16:57:40,5,7
88,16:59:34,16:59:34,6,8
88,17:01:51,17:01:51,7,9
88,17:04:08,17:04:08,8,10
88,17:05:42,17:05:42,9,11
88,17:07:30,17:07:30,10,12
88,17:10:22,17:10:22,11,13
88,17:12:58,17:12:58,12,14
88,17:15:46,17:15:46,18,15
88,17:17:52,17:17:52,13,16
88,17:20:28,17:20:28,14,17
88,17:24:31,17:24:31,16,18
88,17:26:15,17:26:15,15,19
89,16:44:00,16:44:00,0,1
89,16:45:57,16:45:57,1,2
89,16:49:33,16:49:33,2,3
89,16:51:56,16:51:56,17,4
89,16:56:53,16:56:53,3,5
89,17:03:10,17:03:10,4,6
89,17:05:40,17:05:40,5,7
89,17:07:34,17:07:34,6,8
89,17:09:51,17:09:51,7,9
89,17:12:08,17:12:08,8,10
89,17:13:42,17:13:42,9,11
89,17:15:30,17:15:30,10,12
89,17:18:22,17:18:22,11,13
89,17:20:58,17:20:58,12,14
89,17:23:46,17:23:46,18,15
89,17:25:52,17:25:52,13,16
89,17:28:28,17:28:28,14,17
89,17:32:31,17:32:31,16,18
89,17:34:15,17:34:15,15,19
90,16:52:00,16:52:00,0,1
90,16:53:57,16:53:57,1,2
90,16:57:33,16:57:33,2,3
90,16:59:56,16:59:56,17,4
90,17:04:53,17:04:53,3,5
90,17:11:10,17:11:10,4,6
90,17:13:40,17:13:40,5,7
90,17:15:34,17:15:34,6,8
90,17:17:51,17:17:51,7,9
90,17:20:08,17:20:08,8,10
90,17:21:42,17:21:42,9,11
90,17:23:30,17:23:30,10,12
90,17:26:22,17:26:22,11,13
90,17:28:58,17:28:58,12,14
90,17:31:46,17:31:46,18,15
90,17:33:52,17:33:52,13,16
90,17:36:28,17:36:28,14,17
90,17:40:31,17:40:31,16,18
90,17:42:15,17:42:15,15,19
91,17:00:00,17:00:00,0,1
91,17:01:57,17:01:57,1,2
91,17:05:33,17:05:33,2,3
91,17:07:56,17:07:56,17,4
91,17:12:53,17:12:53,3,5
91,17:19:10,17:19:10,4,6
91,17:21:40,17:21:40,5,7
91,17:23:34,17:23:34,6,8
91,17:25:51,17:25:51,7,9
91,17:28:08,17:28:08,8,10
91,17:29:42,17:29:42,9,11
91,17:31:30,17:31:30,10,12
91,17:34:22,17:34:22,11,13
91,17:36:58,17:36:58,12,14
91,17:39:46,17:39:46,18,15
91,17:41:52,17:41:52,13,16
91,17:44:28,17:44:28,14,17
91,17:48:31,17:48:31,16,18
91,17:50:15,17:50:15,15,19
92,17:08:00,17:08:00,0,1
92,17:09:57,17:09:57,1,2
92,17:13:33,17:13:33,2,3
92,17:15:56,17:15:56,17,4
92,17:20:53,17:20:53,3,5
92,17:27:10,17:27:10,4,6
92,17:29:40,17:29:40,5,7
92,17:31:34,17:31:34,6,8
92,17:33:51,17:33:51,7,9
92,17:36:08,17:36:08,8,10
92,17:37:42,17:37:42,9,11
92,17:39:30,17:39:30,10,12
92,17:42:22,17:42:22,11,13
92,17:44:58,17:44:58,12,14
92,17:47:46,17:47:46,18,15
92,17:49:52,17:49:52,13,16
92,17:52:28,17:52:28,14,17
92,17:56:31,17:56:31,16,18
92,17:58:15,17:58:15,15,19
93,17:16:00,17:16:00,0,1
93,17:17:57,17:17:57,1,2
93,17:21:33,17:21:33,2,3
93,17:23:56,17:23:56,17,4
93,17:28:53,17:28:53,3,5
93,17:35:10,17:35:10,4,6
93,17:37:40,17:37:40,5,7
93,17:39:34,17:39:34,6,8
93,17:41:51,17:41:51,7,9
93,17:44:08,17:44:08,8,10
93,17:45:42,17:45:42,9,11
93,17:47:30,17:47:30,10,12
93,17:50:22,17:50:22,11,13
93,17:52:58,17:52:58,12,14
93,17:55:46,17:55:46,18,15
93,17:57:52,17:57:52,13,16
93,18:00:28,18:00:28,14,17
93,18:04:31,18:04:31,16,18
93,18:06:15,18:06:15,15,19
94,17:24:00,17:24:00,0,1
94,17:25:57,17:25:57,1,2
94,17:29:33,17:29:33,2,3
94,17:31:56,17:31:56,17,4
94,17:36:53,17:36:53,3,5
94,17:43:10,17:43:10,4,6
94,17:45:40,17:45:40,5,7
94,17:47:34,17:47:34,6,8
94,17:49:51,17:49:51,7,9
94,17:52:08,17:52:08,8,10
94,17:53:42,17:53:42,9,11
94,17:55:30,17:55:30,10,12
94,17:58:22,17:58:22,11,13
94,18:00:58,18:00:58,12,14
94,18:03:46,18:03:46,18,15
94,18:05:52,18:05:52,13,16
94,18:08:28,18:08:28,14,17
94,18:12:31,18:12:31,16,18
94,18:14:15,18:14:15,15,19
95,17:32:00,17:32:00,0,1
95,17:33:57,17:33:57,1,2
95,17:37:33,17:37:33,2,3
95,17:39:56,17:39:56,17,4
95,17:44:53,17:44:53,3,5
95,17:51:10,17:51:10,4,6
95,17:53:40,17:53:40,5,7
95,17:55:34,17:55:34,6,8
95,17:57:51,17:57:51,7,9
95,18:00:08,18:00:08,8,10
95,18:01:42,18:01:42,9,11
95,18:03:30,18:03:30,10,12
95,18:06:22,18:06:22,11,13
95,18:08:58,18:08:58,12,14
95,18:11:46,18:11:46,18,15
95,18:13:52,18:13:52,13,16
95,18:16:28,18:16:28,14,17
95,18:20:31,18:20:31,16,18
95,18:22:15,18:22:15,15,19
96,17:40:00,17:40:00,0,1
96,17:41:57,17:41:57,1,2
96,17:45:33,17:45:33,2,3
96,17:47:56,17:47:56,17,4
96,17:52:53,17:52:53,3,5
96,17:59:10,17:59:10,4,6
96,18:01:40,18:01:40,5,7
96,18:03:34,18:03:34,6,8
96,18:05:51,18:05:51,7,9
96,18:08:08,18:08:08,8,10
96,18:09:42,18:09:42,9,11
96,18:11:30,18:11:30,10,12
96,18:14:22,18:14:22,11,13
96,18:16:58,18:16:58,12,14
96,18:19:46,18:19:46,18,15
96,18:21:52,18:21:52,13,16
96,18:24:28,18:24:28,14,17
96,18:28:31,18:28:31,16,18
96,18:30:15,18:30:15,15,19
97,17:48:00,17:48:00,0,1
97,17:49:57,17:49:57,1,2
97,17:53:33,17:53:33,2,3
97,17:55:56,17:55:56,17,4
97,18:00:53,18:00:53,3,5
97,18:07:10,18:07:10,4,6
97,18:09:40,18:09:40,5,7
97,18:11:34,18:11:34,6,8
97,18:13:51,18:13:51,7,9
97,18:16:08,18:16:08,8,10
97,18:17:42,18:17:42,9,11
97,18:19:30,18:19:30,10,12
97,18:22:22,18:22:22,11,13
97,18:24:58,18:24:58,12,14
97,18:27:46,18:27:46,18,15
97,18:29:52,18:29:52,13,16
97,18:32:28,18:32:28,14,17
97,18:36:31,18:36:31,16,18
97,18:38:15,18:38:15,15,19
98,17:56:00,17:56:00,0,1
98,17:57:57,17:57:57,1,2
98,18:01:33,18:01:33,2,3
98,18:03:56,18:03:56,17,4
98,18:08:53,18:08:53,3,5
98,18:15:10,18:15:10,4,6
98,18:17:40,18:17:40,5,7
98,18:19:34,18:19:34,6,8
98,18:21:51,18:21:51,7,9
98,18:24:08,18:24:08,8,10
98,18:25:42,18:25:42,9,11
98,18:27:30,18:27:30,10,12
98,18:30:22,18:30:22,11,13
98,18:32:58,18:32:58,12,14
98,18:35:46,18:35:46,18,15
98,18:37:52,18:37:52,13,16
98,18:40:28,18:40:28,14,17
98,18:44:31,18:44:31,16,18
98,18:46:15,18:46:15,15,19
99,18:04:00,18:04:00,0,1
99,18:05:57,18:05:57,1,2
99,18:09:33,18:09:33,2,3
99,18:11:56,18:11:56,17,4
99,18:16:53,18:16:53,3,5
99,18:23:10,18:23:10,4,6
99,18:25:40,18:25:40,5,7
99,18:27:34,18:27:34,6,8
99,18:29:51,18:29:51,7,9
99,18:32:08,18:32:08,8,10
99,18:33:42,18:33:42,9,11
99,18:35:30,18:35:30,10,12
99,18:38:22,18:38:22,11,13
99,18:40:58,18:40:58,12,14
99,18:43:46,18:43:46,18,15
99,18:45:52,18:45:52,13,16
99,18:48:28,18:48:28,14,17
99,18:52:31,18:52:31,16,18
99,18:54:15,18:54:15,15,19
100,18:12:00,18:12:00,0,1
100,18:13:57,18:13:57,1,2
100,18:17:33,18:17:33,2,3
100,18:19:56,18:19:56,17,4
100,18:24:53,18:24:53,3,5
100,18:31:10,18:31:10,4,6
100,18:33:40,18:33:40,5,7
100,18:35:34,18:35:34,6,8
100,18:37:51,18:37:51,7,9
100,18:40:08,18:40:08,8,10
100,18:41:42,18:41:42,9,11
100,18:43:30,18:43:30,10,12
100,18:46:22,18:46:22,11,13
100,18:48:58,18:48:58,12,14
100,18:51:46,18:51:46,18,15
100,18:53:52,18:53:52,13,16
100,18:56:28,18:56:28,14,17
100,19:00:31,19:00:31,16,18
100,19:02:15,19:02:15,15,19
101,18:20:00,18:20:00,0,1
101,18:21:57,18:21:57,1,2
101,18:25:33,18:25:33,2,3
101,18:27:56,18:27:56,17,4
101,18:32:53,18:32:53,3,5
101,18:39:10,18:39:10,4,6
101,18:41:40,18:41:40,5,7
101,18:43:34,18:43:34,6,8
101,18:45:51,18:45:51,7,9
101,18:48:08,18:48:08,8,10
101,18:49:42,18:49:42,9,11
101,18:51:30,18:51:30,10,12
101,18:54:22,18:54:22,11,13
101,18:56:58,18:56:58,12,14
101,18:59:46,18:59:46,18,15
101,19:01:52,19:01:52,13,16
101,19:04:28,19:04:28,14,17
101,19:08:31,19:08:31,16,18
101,19:10:15,19:10:15,15,19
102,18:28:00,18:28:00,0,1
102,18:29:57,18:29:57,1,2
102,18:33:33,18:33:33,2,3
102,18:35:56,18:35:56,17,4
102,18:40:53,18:40:53,3,5
102,18:47:10,18:47:10,4,6
102,18:49:40,18:49:40,5,7
102,18:51:34,18:51:34,6,8
102,18:53:51,18:53:51,7,9
102,18:56:08,18:56:08,8,10
102,18:57:42,18:57:42,9,11
102,18:59:30,18:59:30,10,12
102,19:02:22,19:02:22,11,13
102,19:04:58,19:04:58,12,14
102,19:07:46,19:07:46,18,15
102,19:09:52,19:09:52,13,16
102,19:12:28,19:12:28,14,17
102,19:16:31,19:16:31,16,18
102,19:18:15,19:18:15,15,19
103,18:36:00,18:36:00,0,1
103,18:37:57,18:37:57,1,2
103,18:41:33,18:41:33,2,3
103,18:43:56,18:43:56,17,4
103,18:48:53,18:48:53,3,5
103,18:55:10,18:55:10,4,6
103,18:57:40,18:57:40,5,7
103,18:59:34,18:59:34,6,8
103,19:01:51,19:01:51,7,9
103,19:04:08,19:04:08,8,10
103,19:05:42,19:05:42,9,11
103,19:07:30,19:07:30,10,12
103,19:10:22,19:10:22,11,13
103,19:12:58,19:12:58,12,14
103,19:15:46,19:15:46,18,15
103,19:17:52,19:17:52,13,16
103,19:20:28,19:20:28,14,17
103,19:24:31,19:24:31,16,18
103,19:26:15,19:26:15,15,19
104,18:44:00,18:44:00,0,1
104,18:45:57,18:45:57,1,2
104,18:49:33,18:49:33,2,3
104,18:51:56,18:51:56,17,4
104,18:56:53,18:56:53,3,5
104,19:03:10,19:03:10,4,6
104,19:05:40,19:05:40,5,7
104,19:07:34,19:07:34,6,8
104,19:09:51,19:09:51,7,9
104,19:12:08,19:12:08,8,10
104,19:13:42,19:13:42,9,11
104,19:15:30,19:15:30,10,12
104,19:18:22,19:18:22,11,13
104,19:20:58,19:20:58,12,14
104,19:23:46,19:23:46,18,15
104,19:25:52,19:25:52,13,16
104,19:28:28,19:28:28,14,17
104,19:32:31,19:32:31,16,18
104,19:34:15,19:34:15,15,19
105,18:52:00,18:52:00,0,1
105,18:53:57,18:53:57,1,2
105,18:57:33,18:57:33,2,3
105,18:59:56,18:59:56,17,4
105,19:04:53,19:04:53,3,5
105,19:11:10,19:11:10,4,6
105,19:13:40,19:13:40,5,7
105,19:15:34,19:15:34,6,8
105,19:17:51,19:17:51,7,9
105,19:20:08,19:20:08,8,10
105,19:21:42,19:21:42,9,11
105,19:23:30,19:23:30,10,12
105,19:26:22,19:26:22,11,13
105,19:28:58,19:28:58,12,14
105,19:31:46,19:31:46,18,15
105,19:33:52,19:33:52,13,16
105,19:36:28,19:36:28,14,17
105,19:40:31,19:40:31,16,18
105,19:42:15,19:42:15,15,19
106,19:00:00,19:00:00,0,1
106,19:01:57,19:01:57,1,2
106,19:05:33,19:05:33,2,3
106,19:07:56,19:07:56,17,4
106,19:12:53,19:12:53,3,5
106,19:19:10,19:19:10,4,6
106,19:21:40,19:21:40,5,7
106,19:23:34,19:23:34,6,8
106,19:25:51,19:25:51,7,9
106,19:28:08,19:28:08,8,10
106,19:29:42,19:29:42,9,11
106,19:31:30,19:31:30,10,12
106,19:34:22,19:34:22,11,13
106,19:36:58,19:36:58,12,14
106,19:39:46,19:39:46,18,15
106,19:41:52,19:41:52,13,16
106,19:44:28,19:44:28,14,17
106,19:48:31,19:48:31,16,18
106,19:50:15,19:50:15,15,19
107,19:08:00,19:08:00,0,1
107,19:09:57,19:09:57,1,2
107,19:13:33,19:13:33,2,3
107,19:15:56,19:15:56,17,4
107,19:20:53,19:20:53,3,5
107,19:27:10,19:27:10,4,6
107,19:29:40,19:29:40,5,7
107,19:31:34,19:31:34,6,8
107,19:33:51,19:33:51,7,9
107,19:36:08,19:36:08,8,10
107,19:37:42,19:37:42,9,11
107,19:39:30,19:39:30,10,12
107,19:42:22,19:42:22,11,13
107,19:44:58,19:44:58,12,14
107,19:47:46,19:47:46,18,15
107,19:49:52,19:49:52,13,16
107,19:52:28,19:52:28,14,17
107,19:56:31,19:56:31,16,18
107,19:58:15,19:58:15,15,19
108,19:16:00,19:16:00,0,1
108,19:17:57,19:17:57,1,2
108,19:21:33,19:21:33,2,3
108,19:23:56,19:23:56,17,4
108,19:28:53,19:28:53,3,5
108,19:35:10,19:35:10,4,6
108,19:37:40,19:37:40,5,7
108,19:39:34,19:39:34,6,8
108,19:41:51,19:41:51,7,9
108,19:44:08,19:44:08,8,10
108,19:45:42,19:45:42,9,11
108,19:47:30,19:47:30,10,12
108,19:50:22,19:50:22,11,13
108,19:52:58,19:52:58,12,14
108,19:55:46,19:55:46,18,15
108,19:57:52,19:57:52,13,16
108,20:00:28,20:00:28,14,17
108,20:04:31,20:04:31,16,18
108,20:06:15,20:06:15,15,19
109,19:24:00,19:24:00,0,1
109,19:25:57,19:25:57,1,2
109,19:29:33,19:29:33,2,3
109,19:31:56,19:31:56,17,4
109,19:36:53,19:36:53,3,5
109,19:43:10,19:43:10,4,6
109,19:45:40,19:45:40,5,7
109,19:47:34,19:47:34,6,8
109,19:49:51,19:49:51,7,9
109,19:52:08,19:52:08,8,10
109,19:53:42,19:53:42,9,11
109,19:55:30,19:55:30,10,12
109,19:58:22,19:58:22,11,13
109,20:00:58,20:00:58,12,14
109,20:03:46,20:03:46,18,15
109,20:05:52,20:05:52,13,16
109,20:08:28,20:08:28,14,17
109,20:12:31,20:12:31,16,18
109,20:14:15,20:14:15,15,19
110,19:32:00,19:32:00,0,1
110,19:33:57,19:33:57,1,2
110,19:37:33,19:37:33,2,3
110,19:39:56,19:39:56,17,4
110,19:44:53,19:44:53,3,5
110,19:51:10,19:51:10,4,6
110,19:53:40,19:53:40,5,7
110,19:55:34,19:55:34,6,8
110,19:57:51,19:57:51,7,9
110,20:00:08,20:00:08,8,10
110,20:01:42,20:01:42,9,11
110,20:03:30,20:03:30,10,12
110,20:06:22,20:06:22,11,13
110,20:08:58,20:08:58,12,14
110,20:11:46,20:11:46,18,15
110,20:13:52,20:13:52,13,16
110,20:16:28,20:16:28,14,17
110,20:20:31,20:20:31,16,18
110,20:22:15,20:22:15,15,19
111,19:40:00,19:40:00,0,1
111,19:41:57,19:41:57,1,2
111,19:45:33,19:45:33,2,3
111,19:47:56,19:47:56,17,4
111,19:52:53,19:52:53,3,5
111,19:59:10,19:59:10,4,6
111,20:01:40,20:01:40,5,7
111,20:03:34,20:03:34,6,8
111,20:05:51,20:05:51,7,9
111,20:08:08,20:08:08,8,10
111,20:09:42,20:09:42,9,11
111,20:11:30,20:11:30,10,12
111,20:14:22,20:14:22,11,13
111,20:16:58,20:16:58,12,14
111,20:19:46,20:19:46,18,15
111,20:21:52,20:21:52,13,16
111,20:24:28,20:24:28,14,17
111,20:28:31,20:28:31,16,18
111,20:30:15,20:30:15,15,19
112,19:48:00,19:48:00,0,1
112,19:49:57,19:49:57,1,2
112,19:53:33,19:53:33,2,3
112,19:55:56,19:55:56,17,4
112,20:00:53,20:00:53,3,5
112,20:07:10,20:07:10,4,6
112,20:09:40,20:09:40,5,7
112,20:11:34,20:11:34,6,8
112,20:13:51,20:13:51,7,9
112,20:16:08,20:16:08,8,10
112,20:17:42,20:17:42,9,11
112,20:19:30,20:19:30,10,12
112,20:22:22,20:22:22,11,13
112,20:24:58,20:24:58,12,14
112,20:27:46,20:27:46,18,15
112,20:29:52,20:29:52,13,16
112,20:32:28,20:32:28,14,17
112,20:36:31,20:36:31,16,18
112,20:38:15,20:38:15,15,19
113,19:56:00,19:56:00,0,1
113,19:57:57,19:57:57,1,2
113,20:01:33,20:01:33,2,3
113,20:03:56,20:03:56,17,4
113,20:08:53,20:08:53,3,5
113,20:15:10,20:15:10,4,6
113,20:17:40,20:17:40,5,7
113,20:19:34,20:19:34,6,8
113,20:21:51,20:21:51,7,9
113,20:24:08,20:24:08,8,10
113,20:25:42,20:25:42,9,11
113,20:27:30,20:27:30,10,12
113,20:30:22,20:30:22,11,13
113,20:32:58,20:32:58,12,14
113,20:35:46,20:35:46,18,15
113,20:37:52,20:37:52,13,16
113,20:40:28,20:40:28,14,17
113,20:44:31,20:44:31,16,18
113,20:46:15,20:46:15,15,19
114,20:04:00,20:04:00,0,1
114,20:05:57,20:05:57,1,2
114,20:09:33,20:09:33,2,3
114,20:11:56,20:11:56,17,4
114,20:16:53,20:16:53,3,5
114,20:23:10,20:23:10,4,6
114,20:25:40,20:25:40,5,7
114,20:27:34,20:27:34,6,8
114,20:29:51,20:29:51,7,9
114,20:32:08,20:32:08,8,10
114,20:33:42,20:33:42,9,11
114,20:35:30,20:35:30,10,12
114,20:38:22,20:38:22,11,13
114,20:40:58,20:40:58,12,14
114,20:43:46,20:43:46,18,15
114,20:45:52,20:45:52,13,16
114,20:48:28,20:48:28,14,17
114,20:52:31,20:52:31,16,18
114,20:54:15,20:54:15,15,19
115,20:12:00,20:12:00,0,1
115,20:13:57,20:13:57,1,2
115,20:17:33,20:17:33,2,3
115,20:19:56,20:19:56,17,4
115,20:24:53,20:24:53,3,5
115,20:31:10,20:31:10,4,6
115,20:33:40,20:33:40,5,7
115,20:35:34,20:35:34,6,8
115,20:37:51,20:37:51,7,9
115,20:40:08,20:40:08,8,10
115,20:41:42,20:41:42,9,11
115,20:43:30,20:43:30,10,12
115,20:46:22,20:46:22,11,13
115,20:48:58,20:48:58,12,14
115,20:51:46,20:51:46,18,15
115,20:53:52,20:53:52,13,16
115,20:56:28,20:56:28,14,17
115,21:00:31,21:00:31,16,18
115,21:02:15,21:02:15,15,19
116,20:20:00,20:20:00,0,1
116,20:21:57,20:21:57,1,2
116,20:25:33,20:25:33,2,3
116,20:27:56,20:27:56,17,4
116,20:32:53,20:32:53,3,5
116,20:39:10,20:39:10,4,6
116,20:41:40,20:41:40,5,7
116,20:43:34,20:43:34,6,8
116,20:45:51,20:45:51,7,9
116,20:48:08,20:48:08,8,10
116,20:49:42,20:49:42,9,11
116,20:51:30,20:51:30,10,12
116,20:54:22,20:54:22,11,13
116,20:56:58,20:56:58,12,14
116,20:59:46,20:59:46,18,15
116,21:01:52,21:01:52,13,16
116,21:04:28,21:04:28,14,17
116,21:08:31,21:08:31,16,18
116,21:10:15,21:10:15,15,19
117,20:28:00,20:28:00,0,1
117,20:29:57,20:29:57,1,2
117,20:33:33,20:33:33,2,3
117,20:35:56,20:35:56,17,4
117,20:40:53,20:40:53,3,5
117,20:47:10,20:47:10,4,6
117,20:49:40,20:49:40,5,7
117,20:51:34,20:51:34,6,8
117,20:53:51,20:53:51,7,9
117,20:56:08,20:56:08,8,10
117,20:57:42,20:57:42,9,11
117,20:59:30,20:59:30,10,12
117,21:02:22,21:02:22,11,13
117,21:04:58,21:04:58,12,14
117,21:07:46,21:07:46,18,15
117,21:09:52,21:09:52,13,16
117,21:12:28,21:12:28,14,17
117,21:16:31,21:16:31,16,18
117,21:18:15,21:18:15,15,19
118,20:36:00,20:36:00,0,1
118,20:37:57,20:37:57,1,2
118,20:41:33,20:41:33,2,3
118,20:43:56,20:43:56,17,4
118,20:48:53,20:48:53,3,5
118,20:55:10,20:55:10,4,6
118,20:57:40,20:57:40,5,7
118,20:59:34,20:59:34,6,8
118,21:01:51,21:01:51,7,9
118,21:04:08,21:04:08,8,10
118,21:05:42,21:05:42,9,11
118,21:07:30,21:07:30,10,12
118,21:10:22,21:10:22,11,13
118,21:12:58,21:12:58,12,14
118,21:15:46,21:15:46,18,15
118,21:17:52,21:17:52,13,16
118,21:20:28,21:20:28,14,17
118,21:24:31,21:24:31,16,18
118,21:26:15,21:26:15,15,19
119,20:44:00,20:44:00,0,1
119,20:45:57,20:45:57,1,2
119,20:49:33,20:49:33,2,3
119,20:51:56,20:51:56,17,4
119,20:56:53,20:56:53,3,5
119,21:03:10,21:03:10,4,6
119,21:05:40,21:05:40,5,7
119,21:07:34,21:07:34,6,8
119,21:09:51,21:09:51,7,9
119,21:12:08,21:12:08,8,10
119,21:13:42,21:13:42,9,11
119,21:15:30,21:15:30,10,12
119,21:18:22,21:18:22,11,13
119,21:20:58,21:20:58,12,14
119,21:23:46,21:23:46,18,15
119,21:25:52,21:25:52,13,16
119,21:28:28,21:28:28,14,17
119,21:32:31,21:32:31,16,18
119,21:34:15,21:34:15,15,19
120,20:52:00,20:52:00,0,1
120,20:53:57,20:53:57,1,2
120,20:57:33,20:57:33,2,3
120,20:59:56,20:59:56,17,4
120,21:04:53,21:04:53,3,5
120,21:11:10,21:11:10,4,6
120,21:13:40,21:13:40,5,7
120,21:15:34,21:15:34,6,8
120,21:17:51,21:17:51,7,9
120,21:20:08,21:20:08,8,10
120,21:21:42,21:21:42,9,11
120,21:23:30,21:23:30,10,12
120,21:26:22,21:26:22,11,13
120,21:28:58,21:28:58,12,14
120,21:31:46,21:31:46,18,15
120,21:33:52,21:33:52,13,16
120,21:36:28,21:36:28,14,17
120,21:40:31,21:40:31,16,18
120,21:42:15,21:42:15,15,19
121,05:00:00,05:00:00,15,1
121,05:01:43,05:01:43,16,2
121,05:05:46,05:05:46,14,3
121,05:08:22,05:08:22,13,4
121,05:10:28,05:10:28,18,5
121,05:13:16,05:13:16,12,6
121,05:15:52,05:15:52,11,7
121,05:18:45,05:18:45,10,8
121,05:20:32,05:20:32,9,9
121,05:22:07,05:22:07,8,10
121,05:24:23,05:24:23,7,11
121,05:26:41,05:26:41,6,12
121,05:28:35,05:28:35,5,13
121,05:31:04,05:31:04,4,14
121,05:37:21,05:37:21,3,15
121,05:42:19,05:42:19,17,16
121,05:44:42,05:44:42,2,17
121,05:48:17,05:48:17,1,18
121,05:50:15,05:50:15,0,19
122,05:08:00,05:08:00,15,1
122,05:09:43,05:09:43,16,2
122,05:13:46,05:13:46,14,3
122,05:16:22,05:16:22,13,4
122,05:18:28,05:18:28,18,5
122,05:21:16,05:21:16,12,6
122,05:23:52,05:23:52,11,7
122,05:26:45,05:26:45,10,8
122,05:28:32,05:28:32,9,9
122,05:30:07,05:30:07,8,10
122,05:32:23,05:32:23,7,11
122,05:34:41,05:34:41,6,12
122,05:36:35,05:36:35,5,13
122,05:39:04,05:39:04,4,14
122,05:45:21,05:45:21,3,15
122,05:50:19,05:50:19,17,16
122,05:52:42,05:52:42,2,17
122,05:56:17,05:56:17,1,18
122,05:58:15,05:58:15,0,19
123,05:16:00,05:16:00,15,1
123,05:17:43,05:17:43,16,2
